ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
682225,26-39,male,majority,0-9y,university,upper class,0.57354107,1,before 2015,1,1,32765,9000,sedan,0,0,0,0
396326,40-64,male,majority,20-29y,none,middle class,0.487944021,1,before 2015,0,1,10238,11000,sedan,5,0,4,0
866306,16-25,female,majority,0-9y,none,poverty,,1,before 2015,1,1,32765,8000,sedan,0,0,0,0
155779,40-64,female,majority,20-29y,none,working class,,1,before 2015,1,1,10238,10000,sedan,3,0,0,0
869862,40-64,male,majority,20-29y,high school,upper class,0.681998112,0,before 2015,1,1,32765,6000,sedan,11,1,2,1
947354,40-64,female,minority,20-29y,high school,working class,0.436520236,1,before 2015,0,1,10238,15000,sedan,3,0,2,0
370253,65+,female,minority,20-29y,high school,upper class,0.671924925,1,after 2015,1,1,10238,10000,sedan,2,1,5,0
672542,65+,male,majority,20-29y,university,upper class,0.472141244,1,before 2015,1,1,10238,11000,sedan,3,0,1,0
823828,40-64,female,majority,20-29y,high school,working class,0.525059111,0,before 2015,1,1,10238,10000,sedan,0,0,1,0
36065,16-25,male,majority,0-9y,none,poverty,0.449014125,1,before 2015,0,1,10238,14000,sedan,0,0,0,0
80718,26-39,male,majority,10-19y,university,upper class,0.62279492,1,after 2015,1,1,10238,,sedan,1,0,2,0
825288,40-64,male,majority,10-19y,university,upper class,0.960818828,1,after 2015,0,1,10238,10000,sedan,1,0,1,0
414572,40-64,female,majority,20-29y,high school,upper class,0.570279014,1,before 2015,1,1,10238,10000,sedan,3,0,4,0
24396,26-39,female,majority,10-19y,high school,poverty,0.414461867,0,before 2015,1,1,10238,10000,sedan,3,0,1,0
329598,26-39,female,minority,0-9y,none,middle class,,0,before 2015,1,0,10238,14000,sedan,0,0,0,1
603341,65+,male,majority,30y+,high school,upper class,0.606002525,1,before 2015,0,1,10238,,sedan,2,0,4,0
220700,16-25,male,minority,0-9y,none,poverty,0.295614718,0,before 2015,0,1,32765,9000,sports car,0,0,0,1
447863,16-25,male,majority,0-9y,high school,middle class,,0,after 2015,0,1,32765,12000,sedan,0,0,0,0
962434,26-39,male,majority,10-19y,high school,upper class,0.601273367,1,before 2015,1,1,10238,10000,sedan,1,0,2,0
634006,26-39,male,majority,10-19y,university,upper class,0.646708359,0,after 2015,1,0,32765,11000,sedan,6,0,1,0
245523,40-64,female,majority,10-19y,none,working class,0.331564066,1,before 2015,1,1,32765,12000,sedan,3,1,1,0
556806,65+,male,majority,0-9y,high school,upper class,0.473606116,1,after 2015,1,1,92101,12000,sedan,0,0,0,1
136795,26-39,male,majority,10-19y,university,upper class,0.698005396,1,before 2015,1,1,21217,12000,sedan,2,0,0,1
745014,16-25,female,majority,0-9y,high school,poverty,0.449398879,0,before 2015,0,0,10238,17000,sedan,0,0,0,1
361686,65+,male,majority,20-29y,university,upper class,0.593557021,1,after 2015,1,1,10238,9000,sedan,1,1,4,0
180465,40-64,male,majority,20-29y,university,upper class,0.546952809,1,before 2015,1,1,10238,15000,sedan,3,4,5,1
15409,65+,female,majority,30y+,university,upper class,0.664787413,1,before 2015,0,1,10238,11000,sedan,2,0,3,0
645283,16-25,female,majority,0-9y,none,poverty,0.393030439,0,before 2015,0,0,10238,16000,sedan,0,0,0,1
746172,16-25,female,majority,0-9y,high school,working class,0.31044395,1,before 2015,0,1,10238,13000,sedan,0,0,0,1
284609,26-39,female,majority,10-19y,university,middle class,0.629040794,1,before 2015,0,0,10238,17000,sedan,0,0,0,0
787173,40-64,male,majority,20-29y,none,middle class,0.594994262,1,before 2015,1,1,10238,12000,sedan,3,0,4,0
324523,16-25,male,majority,0-9y,none,working class,0.413682295,0,before 2015,0,1,32765,,sedan,0,0,0,1
946168,26-39,male,majority,0-9y,university,middle class,0.56680176,1,before 2015,0,1,10238,13000,sedan,0,0,0,0
164865,16-25,male,majority,0-9y,none,poverty,0.557410104,0,before 2015,0,0,10238,16000,sedan,0,0,0,1
584870,26-39,male,majority,10-19y,high school,middle class,0.596017882,1,before 2015,0,1,10238,9000,sedan,0,0,1,0
592444,16-25,female,majority,0-9y,none,poverty,0.565314136,1,before 2015,0,1,10238,10000,sedan,0,0,0,0
780408,26-39,male,minority,0-9y,high school,poverty,0.307808718,0,before 2015,1,0,32765,,sedan,0,0,0,1
313409,40-64,female,majority,20-29y,university,upper class,0.672009527,1,after 2015,1,0,10238,13000,sedan,0,0,0,0
600015,65+,male,majority,10-19y,university,upper class,0.524280712,1,after 2015,1,0,10238,9000,sedan,2,0,1,0
449608,65+,female,majority,10-19y,high school,middle class,0.463053588,1,after 2015,0,1,10238,14000,sedan,0,0,0,0
392143,65+,male,majority,20-29y,high school,upper class,0.614042454,0,before 2015,0,0,10238,13000,sedan,4,0,1,0
508287,65+,male,majority,20-29y,university,upper class,0.645359199,1,before 2015,1,1,10238,13000,sedan,4,3,0,0
102757,65+,female,minority,10-19y,none,upper class,0.685409045,1,after 2015,1,1,10238,11000,sedan,1,0,0,0
426769,26-39,male,majority,10-19y,university,upper class,0.667022619,1,before 2015,1,1,10238,14000,sedan,2,0,2,0
319786,16-25,male,majority,0-9y,university,upper class,0.608265696,1,before 2015,1,0,10238,13000,sedan,0,0,0,1
472257,40-64,male,majority,20-29y,university,upper class,0.721640291,1,after 2015,1,1,10238,11000,sedan,2,0,5,0
614120,40-64,male,majority,20-29y,university,upper class,0.45967499,0,before 2015,0,1,10238,13000,sports car,0,3,1,0
455627,40-64,male,majority,0-9y,none,middle class,0.490067807,1,after 2015,0,1,92101,,sedan,0,0,0,0
886751,40-64,male,majority,0-9y,none,middle class,0.541709841,1,before 2015,1,1,32765,7000,sedan,0,0,0,1
424339,16-25,female,majority,0-9y,none,poverty,,0,before 2015,0,0,32765,11000,sedan,0,0,0,1
954045,16-25,male,majority,0-9y,university,working class,0.470192815,0,before 2015,0,1,10238,9000,sedan,0,0,0,1
539780,40-64,male,majority,20-29y,university,upper class,0.580619534,1,after 2015,1,1,32765,7000,sedan,12,1,3,0
458428,26-39,female,majority,10-19y,high school,upper class,0.824605513,1,after 2015,0,0,10238,14000,sedan,1,0,1,0
237986,16-25,female,majority,0-9y,high school,poverty,0.286624177,0,before 2015,0,0,10238,16000,sedan,0,0,0,1
448925,26-39,female,majority,0-9y,none,poverty,,0,before 2015,0,1,10238,17000,sedan,0,0,0,0
140311,16-25,female,majority,0-9y,high school,working class,0.510541614,0,before 2015,0,0,10238,12000,sedan,0,0,0,1
67509,26-39,male,majority,10-19y,university,upper class,,1,before 2015,1,1,10238,,sedan,1,0,2,0
757295,16-25,male,majority,0-9y,high school,upper class,0.617278122,1,after 2015,1,1,32765,10000,sedan,0,0,0,1
2654,16-25,male,majority,0-9y,high school,poverty,0.226620419,0,before 2015,0,1,10238,12000,sedan,0,0,0,1
125456,40-64,female,minority,20-29y,high school,upper class,0.485409611,0,after 2015,1,1,10238,9000,sedan,2,1,3,0
510231,26-39,female,majority,10-19y,high school,working class,0.384640372,0,before 2015,0,1,10238,11000,sedan,0,0,1,0
123705,40-64,female,minority,20-29y,high school,upper class,0.561058809,1,before 2015,0,1,10238,14000,sedan,3,0,1,0
252060,26-39,male,majority,10-19y,university,upper class,0.503567024,1,before 2015,1,1,10238,9000,sedan,5,0,2,0
683736,26-39,female,majority,10-19y,high school,working class,0.440017077,1,before 2015,1,1,10238,14000,sedan,0,0,1,0
40343,65+,male,majority,10-19y,high school,upper class,0.64585848,1,after 2015,1,1,92101,11000,sedan,2,0,0,0
750098,40-64,female,minority,20-29y,university,upper class,0.694622339,1,before 2015,1,1,10238,9000,sedan,4,2,1,0
837247,16-25,male,majority,0-9y,none,working class,0.367391515,1,before 2015,1,1,10238,11000,sedan,0,0,0,0
999976,40-64,female,majority,10-19y,high school,middle class,0.470946363,1,before 2015,1,1,10238,9000,sedan,0,0,1,0
935123,65+,male,majority,30y+,high school,upper class,0.678029099,1,before 2015,1,1,32765,12000,sedan,11,1,1,0
345979,65+,male,majority,30y+,university,upper class,0.567420446,0,after 2015,1,1,10238,9000,sedan,5,1,7,0
278816,26-39,male,minority,10-19y,none,upper class,0.469669542,1,before 2015,1,0,32765,8000,sedan,6,0,2,0
457341,40-64,female,minority,20-29y,university,upper class,0.623096553,1,before 2015,1,1,10238,8000,sedan,3,2,4,0
845448,40-64,male,majority,0-9y,high school,upper class,0.678011516,0,after 2015,1,1,32765,11000,sedan,0,0,0,1
303039,16-25,female,majority,0-9y,high school,middle class,0.653377412,1,after 2015,0,1,10238,12000,sedan,0,0,0,0
782130,65+,male,majority,10-19y,high school,upper class,0.483884865,1,before 2015,1,1,32765,8000,sedan,5,1,0,0
347755,65+,male,minority,0-9y,university,upper class,0.681442242,1,after 2015,1,1,10238,9000,sedan,0,0,0,0
12333,40-64,male,majority,20-29y,university,upper class,0.584162066,1,before 2015,1,0,10238,11000,sedan,4,0,0,0
763764,65+,male,majority,30y+,university,upper class,0.596859969,1,before 2015,1,0,10238,15000,sedan,2,0,2,0
655511,16-25,female,majority,0-9y,none,poverty,0.377267939,0,before 2015,1,1,10238,11000,sedan,0,0,0,1
885622,40-64,male,majority,20-29y,university,upper class,0.408776432,1,after 2015,1,1,10238,10000,sedan,1,0,4,0
328664,26-39,male,majority,0-9y,high school,working class,0.366209841,0,before 2015,0,0,32765,10000,sedan,0,0,0,1
606142,40-64,male,majority,10-19y,high school,middle class,0.509437253,1,after 2015,1,1,32765,8000,sedan,2,0,2,0
206134,26-39,male,majority,0-9y,high school,middle class,0.613389692,0,before 2015,0,0,10238,12000,sedan,0,0,0,1
195959,40-64,male,majority,10-19y,university,upper class,0.674971897,1,after 2015,1,1,92101,12000,sedan,2,0,0,0
647122,26-39,male,majority,10-19y,university,upper class,0.612681443,0,after 2015,0,0,10238,13000,sedan,3,0,1,1
55396,26-39,female,majority,0-9y,none,working class,0.527505736,0,before 2015,0,0,32765,15000,sedan,0,0,0,1
349851,26-39,male,majority,10-19y,university,middle class,0.403873867,1,after 2015,0,1,10238,15000,sedan,1,0,0,0
329801,40-64,male,majority,10-19y,university,upper class,0.652263231,1,after 2015,0,1,32765,9000,sedan,3,1,1,0
890672,65+,male,majority,10-19y,university,upper class,0.6320719,1,before 2015,0,1,10238,11000,sedan,3,0,2,0
25825,16-25,male,majority,0-9y,none,poverty,,0,before 2015,0,1,10238,15000,sedan,0,0,0,1
273676,40-64,female,majority,20-29y,university,upper class,0.708858946,1,before 2015,1,1,10238,9000,sedan,2,2,1,0
573910,40-64,male,majority,20-29y,university,upper class,0.610745214,0,before 2015,1,1,92101,10000,sedan,10,0,2,0
242100,65+,female,majority,30y+,university,upper class,0.470902194,1,after 2015,0,1,10238,10000,sedan,2,0,1,0
587145,40-64,male,majority,20-29y,high school,upper class,0.663727272,1,after 2015,0,1,10238,15000,sedan,5,0,3,0
273939,65+,male,majority,20-29y,high school,upper class,0.671358557,1,after 2015,1,1,32765,6000,sedan,8,1,2,0
905593,16-25,female,majority,0-9y,university,working class,0.535757559,1,before 2015,0,1,32765,11000,sedan,0,0,0,1
545992,26-39,male,majority,10-19y,high school,upper class,0.660933309,1,before 2015,1,0,10238,9000,sedan,2,0,3,0
969562,26-39,male,majority,10-19y,high school,working class,0.215883085,1,before 2015,1,1,32765,10000,sedan,4,0,1,0
363787,40-64,male,majority,20-29y,none,working class,0.524029374,1,before 2015,0,0,32765,14000,sedan,4,0,1,0
416920,65+,male,majority,30y+,university,upper class,0.58467141,1,after 2015,1,1,32765,11000,sedan,13,1,3,0
664716,40-64,female,majority,20-29y,high school,upper class,0.473609569,1,after 2015,1,1,10238,9000,sedan,2,0,2,0
906950,40-64,male,minority,10-19y,university,upper class,0.506408637,0,after 2015,1,1,10238,11000,sedan,3,0,2,0
344660,26-39,male,majority,10-19y,university,middle class,0.502144711,1,before 2015,0,0,32765,13000,sedan,4,0,3,1
129882,16-25,female,majority,0-9y,high school,middle class,0.409577789,1,after 2015,0,0,10238,12000,sedan,0,0,0,0
851428,40-64,female,majority,10-19y,high school,working class,0.277810449,0,before 2015,0,1,10238,12000,sedan,0,0,2,1
766789,26-39,female,majority,10-19y,high school,working class,0.661653671,1,before 2015,0,1,92101,12000,sedan,1,0,0,0
534886,65+,female,majority,30y+,high school,upper class,0.588888906,1,before 2015,1,1,10238,12000,sedan,2,0,2,0
791078,26-39,male,minority,10-19y,university,upper class,0.575837803,1,after 2015,0,1,10238,14000,sedan,1,0,0,0
924520,26-39,female,majority,0-9y,high school,upper class,0.751997124,1,before 2015,0,1,32765,9000,sedan,0,0,0,0
449811,26-39,male,majority,10-19y,high school,middle class,,1,after 2015,0,1,10238,13000,sedan,1,0,0,0
435122,65+,male,majority,30y+,university,upper class,0.611525564,1,before 2015,1,1,10238,10000,sedan,6,1,9,0
102844,40-64,female,majority,0-9y,high school,middle class,0.648761777,1,before 2015,1,1,32765,9000,sedan,0,0,0,0
9863,40-64,male,majority,20-29y,high school,upper class,0.722184591,1,after 2015,0,0,10238,15000,sedan,2,2,1,0
592668,16-25,female,majority,0-9y,high school,working class,0.298340532,1,before 2015,0,0,10238,15000,sedan,0,0,0,1
457936,40-64,female,majority,20-29y,high school,middle class,0.394313159,0,before 2015,1,1,32765,12000,sedan,2,1,2,0
384974,40-64,male,majority,20-29y,university,middle class,0.501018003,0,before 2015,1,1,10238,8000,sedan,1,0,3,0
933410,65+,female,majority,30y+,high school,middle class,0.669510965,1,before 2015,1,1,10238,12000,sedan,3,0,1,0
297690,26-39,female,majority,10-19y,high school,working class,0.508326852,0,before 2015,1,1,10238,9000,sedan,2,0,0,0
280096,40-64,male,majority,10-19y,high school,upper class,0.730309867,1,after 2015,0,1,10238,,sedan,0,0,2,0
512035,40-64,female,majority,20-29y,high school,working class,0.450363459,0,before 2015,0,0,32765,7000,sedan,2,0,0,0
518188,26-39,female,majority,0-9y,none,middle class,0.437422631,1,after 2015,1,1,32765,12000,sedan,0,0,0,0
942224,40-64,female,majority,20-29y,none,middle class,0.561701883,1,before 2015,0,1,10238,13000,sedan,0,0,0,0
347653,40-64,male,majority,20-29y,university,upper class,0.466903554,1,after 2015,0,1,32765,11000,sedan,5,3,3,0
978369,26-39,male,majority,0-9y,university,working class,0.277330465,0,before 2015,0,1,32765,12000,sedan,0,0,0,1
290516,65+,female,majority,20-29y,none,upper class,0.673661265,1,before 2015,1,1,32765,10000,sedan,1,0,1,0
430766,16-25,female,majority,0-9y,high school,poverty,0.290769672,1,before 2015,0,1,92101,14000,sedan,0,0,0,1
212303,65+,male,majority,30y+,high school,upper class,0.708687838,1,before 2015,0,1,10238,12000,sedan,1,1,7,0
753838,40-64,male,majority,10-19y,none,upper class,0.504753983,1,before 2015,0,1,10238,10000,sedan,0,0,0,0
754299,16-25,female,majority,0-9y,none,poverty,,1,before 2015,0,0,10238,,sedan,0,0,0,1
872973,40-64,male,majority,20-29y,university,upper class,0.674117303,1,after 2015,1,0,10238,13000,sedan,1,1,1,0
517511,26-39,female,majority,10-19y,none,poverty,0.346004231,1,before 2015,0,1,10238,13000,sedan,0,0,0,0
357194,16-25,female,majority,0-9y,high school,poverty,0.596151152,0,before 2015,0,0,10238,11000,sedan,0,0,0,1
632227,16-25,female,majority,0-9y,university,middle class,0.558429722,1,before 2015,1,1,32765,7000,sedan,0,0,0,1
73173,40-64,female,majority,20-29y,high school,middle class,0.479565016,1,before 2015,0,0,10238,12000,sedan,2,1,1,0
717908,40-64,female,majority,0-9y,university,upper class,0.567713524,1,before 2015,0,1,10238,12000,sedan,0,0,0,0
196865,40-64,male,majority,20-29y,high school,upper class,,1,after 2015,1,1,10238,6000,sedan,6,0,5,0
826053,65+,male,majority,30y+,university,upper class,0.724486963,1,after 2015,1,1,10238,12000,sedan,6,1,3,0
394342,16-25,female,majority,0-9y,none,working class,0.461226893,1,before 2015,0,0,32765,12000,sports car,0,0,0,1
344827,40-64,male,majority,20-29y,none,middle class,0.45961706,1,after 2015,1,1,10238,10000,sedan,3,1,3,0
425747,26-39,female,majority,0-9y,university,upper class,0.608202765,0,after 2015,1,1,32765,6000,sedan,0,0,0,0
582667,65+,female,majority,0-9y,university,upper class,0.684894007,1,before 2015,0,1,10238,12000,sedan,0,0,0,1
53828,16-25,male,minority,0-9y,high school,working class,0.498714667,0,before 2015,1,1,10238,8000,sedan,0,0,0,1
339853,40-64,male,majority,20-29y,university,upper class,0.704085651,1,after 2015,1,1,32765,7000,sedan,12,0,5,0
932809,16-25,female,majority,0-9y,none,poverty,0.329235927,1,before 2015,0,0,92101,13000,sedan,0,0,0,1
7866,16-25,female,majority,0-9y,university,working class,,1,before 2015,0,1,10238,15000,sports car,0,0,0,0
272776,65+,male,majority,30y+,high school,upper class,0.558586666,1,before 2015,1,1,32765,,sedan,17,0,3,0
26248,40-64,male,majority,20-29y,high school,upper class,0.630571688,1,after 2015,1,1,92101,10000,sports car,4,1,4,1
545309,65+,male,minority,20-29y,high school,upper class,0.550130271,1,after 2015,1,1,10238,7000,sports car,2,0,1,0
236191,16-25,male,majority,0-9y,none,poverty,0.097211,0,before 2015,0,0,10238,17000,sedan,0,0,0,1
918612,26-39,female,majority,0-9y,high school,middle class,0.511646766,0,after 2015,0,0,92101,16000,sedan,0,0,0,1
910531,16-25,male,majority,0-9y,high school,poverty,0.332203106,1,before 2015,0,1,10238,15000,sports car,0,0,0,1
854685,26-39,female,majority,0-9y,none,working class,0.463826884,0,before 2015,0,0,10238,18000,sedan,0,0,0,1
829614,40-64,male,majority,10-19y,university,middle class,0.410753473,1,after 2015,0,0,32765,11000,sedan,1,0,1,0
498195,65+,female,majority,30y+,high school,upper class,0.498259574,1,before 2015,1,0,10238,11000,sedan,1,0,5,0
277626,26-39,male,majority,10-19y,none,poverty,0.363515582,0,before 2015,0,1,10238,15000,sedan,0,0,2,1
527665,40-64,male,majority,20-29y,high school,working class,0.48156798,1,before 2015,0,1,10238,12000,sedan,3,1,3,0
449921,40-64,male,majority,10-19y,university,upper class,0.632912532,1,before 2015,1,1,10238,12000,sedan,1,0,0,0
953688,16-25,female,majority,0-9y,high school,poverty,0.386376551,1,before 2015,0,0,10238,12000,sedan,0,0,0,1
925647,40-64,male,majority,0-9y,high school,middle class,0.612735025,1,before 2015,1,1,32765,13000,sedan,0,0,0,1
104866,40-64,female,majority,0-9y,high school,working class,,0,before 2015,0,1,10238,10000,sedan,0,0,0,1
400562,26-39,female,minority,10-19y,none,middle class,0.49483323,0,after 2015,1,1,10238,8000,sedan,2,0,3,0
508723,40-64,female,majority,20-29y,university,middle class,,1,before 2015,0,1,10238,14000,sedan,0,0,3,0
277802,26-39,male,majority,10-19y,university,upper class,0.568131529,0,after 2015,1,0,92101,17000,sedan,0,0,0,1
630035,40-64,female,majority,20-29y,high school,upper class,0.745386054,1,before 2015,1,1,10238,13000,sedan,3,1,0,0
276256,40-64,female,majority,10-19y,high school,upper class,0.602761723,1,before 2015,0,0,10238,14000,sedan,0,0,1,0
177582,16-25,male,minority,0-9y,none,working class,0.392552141,0,before 2015,0,0,10238,15000,sedan,0,0,0,1
403686,16-25,male,majority,0-9y,university,middle class,0.496533874,1,before 2015,1,1,10238,6000,sedan,0,0,0,0
650746,26-39,female,majority,10-19y,none,working class,,0,before 2015,0,1,10238,13000,sedan,0,0,3,1
776379,40-64,female,majority,20-29y,high school,upper class,0.776559146,1,before 2015,0,1,32765,13000,sedan,3,0,0,0
777885,40-64,female,majority,20-29y,high school,upper class,0.618258099,1,before 2015,1,1,10238,15000,sedan,2,0,1,0
781035,16-25,male,majority,0-9y,high school,poverty,0.234389534,1,before 2015,0,0,32765,12000,sedan,0,0,0,1
828324,26-39,male,majority,0-9y,high school,poverty,0.350530428,0,before 2015,1,1,32765,8000,sedan,0,0,0,1
813341,65+,female,minority,30y+,none,middle class,0.48746456,1,before 2015,1,1,32765,5000,sedan,3,0,0,0
827898,40-64,male,majority,20-29y,university,upper class,0.669572931,1,after 2015,0,1,21217,11000,sedan,3,0,1,1
457285,40-64,female,majority,20-29y,high school,middle class,0.600199681,1,before 2015,0,1,10238,,sedan,1,0,0,0
680919,16-25,female,majority,0-9y,high school,working class,0.425643031,0,before 2015,0,1,10238,15000,sedan,0,0,0,1
79260,26-39,male,majority,10-19y,university,middle class,0.477259201,0,before 2015,0,1,10238,13000,sedan,2,0,4,1
308586,16-25,female,majority,0-9y,none,working class,0.435874861,0,after 2015,1,1,92101,12000,sedan,0,0,0,1
171762,26-39,male,majority,10-19y,none,poverty,0.39301167,0,before 2015,0,1,10238,11000,sedan,2,1,4,0
85568,65+,male,minority,20-29y,university,upper class,0.414301681,1,before 2015,1,1,10238,,sedan,1,0,1,0
973470,16-25,male,minority,0-9y,university,middle class,0.469985753,1,before 2015,0,1,32765,11000,sedan,0,0,0,1
456102,26-39,male,majority,10-19y,university,middle class,0.328671664,1,after 2015,0,1,10238,,sedan,3,0,1,0
702884,65+,male,majority,0-9y,university,upper class,,1,before 2015,1,1,10238,11000,sedan,0,0,0,1
145769,16-25,female,majority,0-9y,none,poverty,,0,before 2015,0,0,10238,13000,sedan,0,0,0,1
486729,65+,female,majority,30y+,high school,upper class,0.63810042,0,before 2015,1,1,10238,,sedan,2,1,4,0
46172,40-64,female,majority,20-29y,high school,upper class,0.635760025,1,before 2015,0,1,10238,11000,sedan,1,0,3,0
366895,16-25,male,majority,0-9y,university,poverty,0.304547701,1,before 2015,0,1,10238,15000,sedan,0,0,0,1
949933,40-64,male,minority,10-19y,none,poverty,,0,before 2015,0,1,10238,9000,sedan,0,0,0,1
795366,16-25,female,majority,0-9y,none,poverty,,0,before 2015,0,0,10238,14000,sedan,0,0,0,1
685602,65+,female,majority,30y+,high school,upper class,0.664145199,0,before 2015,1,1,10238,9000,sedan,3,0,0,0
454978,26-39,female,majority,0-9y,university,upper class,0.557995143,1,after 2015,1,0,10238,12000,sedan,0,0,0,0
811551,16-25,male,majority,0-9y,university,working class,0.369900611,1,before 2015,1,0,32765,13000,sedan,0,0,0,0
569958,65+,male,majority,30y+,high school,upper class,0.606548498,1,before 2015,1,1,10238,13000,sedan,4,0,0,0
841491,26-39,female,majority,10-19y,high school,working class,0.646923897,0,before 2015,0,1,10238,12000,sedan,0,0,1,0
116199,16-25,male,majority,0-9y,high school,working class,0.3977002,1,after 2015,0,1,32765,13000,sedan,0,0,0,1
893542,40-64,male,minority,10-19y,high school,upper class,0.792885374,1,before 2015,0,1,10238,,sedan,1,0,1,0
96421,65+,male,majority,30y+,university,upper class,0.704228005,1,after 2015,0,0,10238,14000,sedan,5,0,2,0
293475,65+,female,majority,30y+,university,upper class,0.656718022,1,after 2015,1,1,10238,11000,sedan,0,0,2,0
203613,65+,male,majority,10-19y,university,upper class,,1,after 2015,0,1,92101,11000,sedan,1,1,2,0
78172,26-39,male,majority,10-19y,university,middle class,,1,before 2015,1,0,10238,9000,sports car,2,1,0,0
329676,26-39,female,majority,10-19y,university,middle class,0.593854328,0,after 2015,0,1,10238,11000,sports car,0,0,0,0
200506,26-39,female,majority,10-19y,high school,middle class,0.423480205,1,after 2015,0,1,10238,17000,sedan,0,0,1,0
642689,26-39,male,majority,10-19y,none,middle class,0.411813718,1,before 2015,1,1,10238,9000,sedan,0,0,0,0
965846,26-39,male,majority,10-19y,university,upper class,0.523778643,1,before 2015,1,1,10238,8000,sedan,2,0,1,0
913065,26-39,male,majority,10-19y,high school,working class,0.437005917,1,after 2015,1,1,32765,7000,sedan,4,1,2,0
377816,16-25,female,minority,0-9y,high school,poverty,0.26792669,0,after 2015,0,0,10238,15000,sedan,0,0,0,0
996456,40-64,female,minority,20-29y,none,upper class,0.665476908,1,before 2015,0,0,10238,16000,sedan,3,0,0,0
605373,26-39,female,majority,10-19y,high school,poverty,0.435228472,0,after 2015,0,1,10238,12000,sedan,0,0,0,0
947853,26-39,male,majority,10-19y,high school,middle class,0.550249028,1,before 2015,0,1,10238,10000,sedan,0,0,1,0
839760,26-39,male,majority,10-19y,high school,poverty,0.354967139,0,after 2015,1,1,32765,8000,sedan,4,0,1,1
397560,65+,male,majority,10-19y,university,upper class,0.255836879,1,before 2015,1,1,10238,,sedan,0,0,3,0
400017,26-39,female,majority,10-19y,none,poverty,0.270193046,1,after 2015,1,0,10238,12000,sedan,0,0,1,0
439231,65+,male,majority,0-9y,university,upper class,0.714067505,1,after 2015,1,1,32765,8000,sedan,0,0,0,1
417103,26-39,female,majority,0-9y,none,working class,0.332217333,0,before 2015,1,1,10238,13000,sedan,0,0,0,0
267023,16-25,male,majority,0-9y,high school,poverty,0.318917739,1,before 2015,0,1,10238,11000,sedan,0,0,0,1
245117,40-64,male,minority,0-9y,university,upper class,0.628260789,1,after 2015,1,1,10238,13000,sedan,0,0,0,0
202518,26-39,female,minority,10-19y,none,poverty,0.313571471,0,before 2015,1,1,10238,8000,sedan,0,0,2,0
862679,65+,female,majority,30y+,university,upper class,0.827516651,0,before 2015,0,1,10238,,sedan,3,1,3,0
741377,40-64,male,majority,20-29y,university,upper class,0.615001664,1,after 2015,1,1,10238,7000,sedan,4,1,2,0
880628,26-39,female,majority,10-19y,high school,poverty,0.427186693,1,before 2015,0,1,10238,11000,sedan,0,0,1,1
568152,26-39,female,majority,0-9y,university,middle class,,1,before 2015,1,1,10238,11000,sedan,0,0,0,1
612154,26-39,female,majority,10-19y,high school,upper class,0.570595771,1,before 2015,1,0,10238,12000,sedan,0,0,0,0
454160,26-39,male,majority,0-9y,none,working class,,1,after 2015,0,1,10238,13000,sedan,0,0,0,0
227941,40-64,female,majority,20-29y,university,middle class,0.566086584,1,before 2015,1,1,10238,14000,sedan,3,0,4,0
277454,65+,female,majority,0-9y,high school,upper class,0.724651626,1,after 2015,0,1,10238,15000,sedan,0,0,0,0
850641,65+,male,majority,10-19y,high school,upper class,0.594412356,1,after 2015,1,1,10238,12000,sedan,3,0,1,0
313949,26-39,male,majority,10-19y,none,poverty,0.415735842,0,before 2015,1,1,10238,10000,sedan,1,0,1,1
531038,26-39,female,majority,10-19y,high school,middle class,0.680624848,1,after 2015,0,1,10238,12000,sedan,0,0,0,0
548681,40-64,male,majority,20-29y,none,middle class,0.2281287,0,before 2015,1,1,32765,7000,sedan,8,2,2,0
747021,40-64,male,majority,0-9y,university,upper class,0.683965962,1,after 2015,1,1,10238,5000,sedan,0,0,0,0
614666,40-64,female,majority,20-29y,university,upper class,0.647669148,1,after 2015,0,1,10238,10000,sedan,3,0,2,0
945698,40-64,male,majority,20-29y,high school,poverty,0.256228562,0,before 2015,0,1,10238,13000,sedan,0,0,3,0
611418,16-25,female,majority,0-9y,high school,working class,,1,before 2015,0,0,10238,18000,sedan,0,0,0,0
9941,26-39,female,majority,10-19y,high school,poverty,0.407671027,0,before 2015,0,1,10238,12000,sedan,2,0,1,0
382705,16-25,female,majority,0-9y,university,upper class,0.431619434,1,after 2015,0,1,10238,11000,sedan,0,0,0,0
114941,26-39,male,minority,10-19y,none,working class,,0,before 2015,0,0,10238,12000,sedan,3,0,1,1
131534,16-25,female,majority,0-9y,none,poverty,,0,before 2015,0,0,92101,14000,sedan,0,0,0,0
655964,16-25,male,majority,0-9y,high school,working class,,0,before 2015,0,0,92101,15000,sedan,0,0,0,1
984920,26-39,female,majority,10-19y,university,upper class,0.536590552,1,before 2015,1,1,10238,12000,sedan,0,1,0,0
520581,40-64,male,majority,20-29y,high school,middle class,0.605015017,1,before 2015,0,0,10238,15000,sedan,0,1,1,0
371132,40-64,male,majority,10-19y,high school,upper class,0.68901686,1,after 2015,1,1,10238,12000,sedan,1,0,2,0
