ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,OVERDUE
5100458,F,N,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,-14893,-2622,1,0,0,0,4,NO
5100461,M,Y,Y,1,202500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12417,-2499,1,0,0,0,3,NO
5100462,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-18371,-1495,1,0,0,0,2,NO
5100463,F,Y,Y,3,180000,Working,Secondary / secondary special,Married,House / apartment,-13638,-3809,1,0,0,0,5,NO
5100464,M,Y,Y,1,315000,Working,Higher education,Married,House / apartment,-17318,-552,1,0,1,0,3,NO
5100465,F,N,Y,0,72000,State servant,Lower secondary,Civil marriage,House / apartment,-18449,-187,1,1,0,0,2,NO
5104846,F,N,Y,0,112500,Commercial associate,Higher education,Civil marriage,House / apartment,-9718,-200,1,1,1,0,2,NO
5104848,F,Y,Y,2,103500,Working,Secondary / secondary special,Married,House / apartment,-11816,-1600,1,0,0,0,4,NO
5104856,F,N,Y,2,117000,Working,Secondary / secondary special,Separated,House / apartment,-10391,-320,1,0,1,0,3,NO
5104859,F,N,Y,0,112500,Working,Higher education,Married,House / apartment,-12114,-4004,1,0,0,0,2,NO
5104871,M,N,Y,0,270000,Commercial associate,Higher education,Single / not married,House / apartment,-9800,-139,1,0,1,0,1,NO
5104872,M,Y,Y,0,103500,Pensioner,Secondary / secondary special,Married,House / apartment,-22791,365243,1,0,1,0,2,NO
5104874,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21774,365243,1,0,0,0,2,NO
5104880,F,Y,Y,0,387000,Working,Higher education,Married,House / apartment,-20700,-626,1,1,0,0,2,NO
5104884,M,Y,Y,0,225000,Working,Higher education,Married,House / apartment,-10748,-1661,1,0,1,0,2,NO
5104892,F,N,Y,0,315000,Commercial associate,Incomplete higher,Married,House / apartment,-17641,-2512,1,0,0,0,2,NO
5104896,M,Y,Y,0,121500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15811,-139,1,0,0,0,2,NO
5104901,F,Y,Y,0,360450,State servant,Secondary / secondary special,Married,House / apartment,-18854,-8509,1,0,0,0,2,NO
5104913,M,Y,N,0,121500,Working,Secondary / secondary special,Single / not married,House / apartment,-10962,-3518,1,1,0,0,1,NO
5104916,M,Y,Y,0,166500,Working,Secondary / secondary special,Single / not married,House / apartment,-9918,-535,1,1,0,0,1,NO
5104919,M,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-17036,-2177,1,1,1,0,2,NO
5104925,M,Y,Y,0,315000,Pensioner,Secondary / secondary special,Married,House / apartment,-21118,365243,1,0,0,0,2,NO
5104931,F,N,N,0,67500,Working,Secondary / secondary special,Married,Municipal apartment,-16571,-2757,1,0,0,0,2,NO
5104933,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-14790,-1661,1,1,0,0,2,NO
5104940,F,N,Y,3,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,-16694,-412,1,1,1,0,5,NO
5104951,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13744,-1934,1,0,0,0,3,NO
5104953,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-21684,-2422,1,0,0,0,2,NO
5104962,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-17816,-6195,1,0,0,0,2,NO
5104966,M,N,Y,0,382500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8760,-777,1,0,0,0,1,NO
5104968,M,Y,N,0,225000,Working,Higher education,Married,House / apartment,-19431,-1843,1,1,1,0,2,NO
5104981,F,N,N,0,112500,Pensioner,Secondary / secondary special,Separated,Municipal apartment,-21629,365243,1,0,0,0,1,NO
5104989,M,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,-14452,-1722,1,0,0,0,3,NO
5104993,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18238,-667,1,0,0,0,2,NO
5104997,M,Y,Y,1,216000,Working,Secondary / secondary special,Married,Rented apartment,-17051,-1457,1,0,0,0,3,NO
5105015,F,N,Y,0,247500,Working,Higher education,Married,House / apartment,-17698,-695,1,0,0,0,2,NO
5105020,F,Y,Y,0,117000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18877,-4593,1,0,0,0,2,NO
5105023,M,N,Y,0,225000,Working,Incomplete higher,Married,House / apartment,-11616,-3344,1,1,1,0,2,NO
5105031,F,Y,Y,0,180000,Working,Higher education,Married,With parents,-12627,-241,1,1,1,0,2,NO
5105034,F,N,N,1,121500,Working,Secondary / secondary special,Married,House / apartment,-14968,-118,1,0,0,0,3,NO
5105041,F,N,Y,2,135000,Working,Secondary / secondary special,Separated,Rented apartment,-12490,-726,1,0,0,0,3,NO
5105044,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Widow,House / apartment,-22939,365243,1,0,0,0,1,NO
5105051,F,N,Y,2,225000,Commercial associate,Higher education,Married,House / apartment,-11729,-1153,1,0,0,0,4,NO
5105054,F,N,Y,19,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-11057,-1853,1,1,1,0,20,NO
5105058,F,N,Y,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17569,-241,1,1,1,0,2,NO
5105059,M,N,Y,0,157500,Working,Incomplete higher,Married,House / apartment,-13682,-453,1,1,1,0,2,NO
5105071,M,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-13648,-5840,1,0,0,0,2,NO
5105077,F,Y,Y,0,360000,Working,Higher education,Married,House / apartment,-17763,-2493,1,0,1,0,2,NO
5105090,F,N,Y,0,180000,Working,Secondary / secondary special,Widow,House / apartment,-20968,-4320,1,0,0,0,1,NO
5105098,M,N,N,0,121500,Commercial associate,Secondary / secondary special,Married,House / apartment,-12338,-3283,1,0,0,0,2,NO
5105100,F,N,Y,1,135000,Working,Higher education,Married,House / apartment,-10650,-3163,1,0,0,0,3,NO
5105111,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-10583,-1184,1,1,0,0,3,NO
5105116,F,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-18875,-2675,1,0,0,0,3,NO
5105127,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-10647,-1610,1,0,0,0,2,NO
5105137,F,N,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9957,-1032,1,0,0,0,1,NO
5105142,M,Y,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,-14263,-2553,1,1,1,0,3,NO
5105145,F,N,Y,0,90000,Working,Higher education,Married,House / apartment,-18940,-1763,1,0,0,0,2,NO
5105155,M,N,Y,1,202500,Pensioner,Higher education,Civil marriage,House / apartment,-18127,365243,1,0,0,0,3,NO
5105156,F,Y,Y,2,112500,Working,Higher education,Married,House / apartment,-13405,-3252,1,0,1,0,4,NO
5105159,M,N,Y,2,450000,Commercial associate,Higher education,Married,House / apartment,-12238,-2187,1,1,1,0,4,NO
5105174,F,N,Y,0,189000,Pensioner,Secondary / secondary special,Married,House / apartment,-21110,365243,1,0,0,0,2,NO
5105178,M,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-16165,-848,1,1,0,0,2,NO
5105186,M,N,Y,0,315000,Commercial associate,Higher education,Single / not married,House / apartment,-10499,-545,1,0,0,1,1,NO
5105200,M,Y,Y,2,180000,Working,Higher education,Married,House / apartment,-17330,-848,1,0,0,0,4,NO
5105207,F,N,Y,0,126000,Pensioner,Secondary / secondary special,Separated,House / apartment,-21747,365243,1,0,0,0,1,NO
5105208,F,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-16017,-1398,1,0,0,0,2,NO
5105217,F,Y,N,1,85500,State servant,Higher education,Married,House / apartment,-10044,-971,1,0,0,1,3,NO
5105219,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,Rented apartment,-8755,-1061,1,0,0,0,1,NO
5105221,F,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-15068,-2067,1,0,0,0,3,NO
5105225,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-17365,-2128,1,0,0,0,2,NO
5105229,F,N,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-23595,365243,1,0,1,0,2,NO
5105230,F,Y,N,1,157500,Working,Higher education,Married,House / apartment,-11900,-2828,1,0,0,0,3,NO
5105233,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22862,365243,1,0,1,0,1,NO
5105237,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-11931,-271,1,1,1,0,2,NO
5105239,M,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,-12998,-392,1,1,0,0,4,NO
5105241,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,-14133,-1214,1,0,0,0,2,NO
5105245,F,N,N,0,207000,Working,Higher education,Married,House / apartment,-14740,-6723,1,0,1,0,2,NO
5105253,M,Y,Y,0,81000,Working,Secondary / secondary special,Married,House / apartment,-13527,-1153,1,0,0,0,2,NO
5105260,M,N,Y,0,180000,Working,Incomplete higher,Single / not married,House / apartment,-10305,-210,1,0,0,1,1,NO
5105264,F,N,Y,2,81000,Working,Secondary / secondary special,Married,House / apartment,-10705,-149,1,0,0,0,4,NO
5105267,M,Y,Y,0,247500,Working,Higher education,Married,House / apartment,-16127,-4775,1,0,1,0,2,NO
5105280,F,N,Y,1,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,-18682,-514,1,0,1,0,3,NO
5105283,M,Y,N,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,-10866,-636,1,0,0,0,1,NO
5105290,F,N,N,0,112500,Working,Secondary / secondary special,Widow,With parents,-10240,-818,1,1,1,0,1,NO
5105300,F,N,N,0,157500,Working,Secondary / secondary special,Widow,Municipal apartment,-21153,-3893,1,0,1,0,1,NO
5105303,F,N,Y,1,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-12280,-940,1,0,0,0,3,NO
5105304,F,N,Y,1,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-12037,-2706,1,0,0,0,2,NO
5105309,M,Y,Y,0,189000,Pensioner,Secondary / secondary special,Married,House / apartment,-20342,365243,1,0,0,0,2,NO
5105310,F,Y,Y,0,225000,State servant,Higher education,Married,House / apartment,-16643,-180,1,0,0,0,2,NO
5105314,F,N,Y,0,202500,Commercial associate,Higher education,Single / not married,Co-op apartment,-12196,-2218,1,0,0,0,1,NO
5105327,F,N,Y,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-21933,365243,1,0,1,0,2,YES
5105329,M,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14346,-302,1,0,0,0,2,NO
5105342,M,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-16285,-1184,1,0,0,0,2,NO
5105347,F,N,N,0,90000,Working,Higher education,Married,House / apartment,-11388,-4167,1,0,0,0,2,NO
5105350,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-24185,365243,1,0,0,0,1,NO
5105353,F,N,Y,1,99000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10425,-757,1,0,0,0,3,NO
5105357,F,N,Y,0,153000,Working,Secondary / secondary special,Married,House / apartment,-18868,-726,1,0,1,0,2,NO
5105363,M,Y,Y,1,270000,Working,Higher education,Married,House / apartment,-14454,-514,1,0,0,0,3,NO
5105365,M,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-19127,-1061,1,1,1,0,2,NO
5105366,M,N,Y,0,360000,Working,Secondary / secondary special,Married,House / apartment,-18143,-10437,1,1,0,0,2,NO
5105369,M,Y,Y,0,202500,Working,Higher education,Separated,House / apartment,-10763,-302,1,0,0,0,1,NO
5105373,M,Y,Y,1,324000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-11523,-2522,1,0,1,0,3,NO
5105381,M,N,Y,0,180000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23722,365243,1,0,0,0,2,NO
5105387,F,N,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-16731,-1367,1,0,0,0,1,NO
5105390,F,N,Y,0,39600,Pensioner,Secondary / secondary special,Married,House / apartment,-22220,365243,1,0,0,0,2,NO
5105392,F,N,N,0,117000,Working,Secondary / secondary special,Separated,House / apartment,-9722,-1488,1,0,1,0,1,NO
5105393,F,N,Y,0,135000,Working,Incomplete higher,Single / not married,House / apartment,-10932,-575,1,0,0,0,1,NO
5105397,F,N,Y,0,112500,State servant,Higher education,Married,House / apartment,-13035,-361,1,0,1,0,2,NO
5105402,F,N,Y,0,135000,Commercial associate,Higher education,Single / not married,House / apartment,-10153,-483,1,0,0,0,1,NO
5105404,F,N,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,-12760,-1518,1,0,0,0,4,NO
5105413,F,N,Y,0,193500,Working,Secondary / secondary special,Single / not married,House / apartment,-18449,-9683,1,0,0,0,1,NO
5105427,F,Y,Y,3,90000,Working,Higher education,Married,House / apartment,-10356,-2317,1,0,0,0,5,NO
5105431,M,N,Y,2,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,-14358,-2317,1,0,0,0,4,NO
5105439,F,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-10357,-1038,1,0,0,0,2,NO
5105443,F,N,Y,0,270000,State servant,Higher education,Married,With parents,-13081,-1426,1,0,0,0,2,NO
5105444,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-9894,-2499,1,1,1,0,2,NO
5105453,F,Y,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,-13477,-825,1,0,0,0,3,NO
5105455,M,N,Y,0,175500,Commercial associate,Secondary / secondary special,Married,House / apartment,-16835,-5109,1,0,0,0,2,NO
5105457,M,N,N,1,202500,State servant,Incomplete higher,Married,With parents,-12096,-575,1,0,0,0,3,NO
5105464,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21074,365243,1,0,0,0,2,NO
5105470,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20099,365243,1,0,0,0,2,NO
5105472,F,N,Y,0,243000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21704,365243,1,0,0,0,1,NO
5105481,M,N,Y,0,180000,State servant,Higher education,Married,House / apartment,-9561,-2248,1,0,0,0,2,NO
5105486,M,N,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-15990,-1100,1,0,0,0,1,NO
5105493,F,N,Y,0,337500,Pensioner,Higher education,Single / not married,House / apartment,-24519,365243,1,0,1,0,1,NO
5105494,M,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9343,-1457,1,0,0,0,1,NO
5105499,F,N,Y,0,202500,Working,Higher education,Married,House / apartment,-10669,-1495,1,0,0,0,2,NO
5105505,M,N,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13598,-1398,1,0,0,0,2,NO
5105506,F,N,Y,0,495000,Commercial associate,Higher education,Married,House / apartment,-10684,-1032,1,0,0,0,2,NO
5105509,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-13437,-1671,1,0,0,0,3,NO
5105517,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-9955,-2036,1,0,0,0,2,NO
5105531,F,N,Y,0,117000,State servant,Secondary / secondary special,Married,House / apartment,-17386,-9311,1,0,1,0,2,NO
5105535,M,Y,Y,0,126000,Pensioner,Secondary / secondary special,Separated,House / apartment,-20309,365243,1,0,1,0,1,NO
5105537,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,-10191,-2218,1,0,0,0,2,NO
5105543,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-11497,-1648,1,0,0,0,3,NO
5105548,F,N,Y,0,112500,Working,Higher education,Married,With parents,-9310,-825,1,0,0,0,2,NO
5105553,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-18353,-4136,1,1,0,0,2,NO
5105554,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-19802,-4532,1,0,0,0,2,NO
5105558,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16817,-4410,1,0,0,1,2,NO
5105564,M,N,Y,0,135000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23094,365243,1,0,1,0,2,NO
5105573,F,N,Y,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-13827,-879,1,0,1,0,1,NO
5105577,F,N,N,0,180000,Working,Secondary / secondary special,Married,Municipal apartment,-12024,-210,1,1,1,0,2,NO
5105578,M,Y,N,2,378000,Commercial associate,Higher education,Married,House / apartment,-10722,-1245,1,0,0,1,4,NO
5105584,F,N,N,0,171000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10063,-917,1,0,0,0,2,NO
5105585,F,Y,Y,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11159,-856,1,0,0,0,3,NO
5105596,M,N,Y,0,180000,State servant,Higher education,Married,House / apartment,-24204,-2462,1,0,0,0,2,NO
5105604,F,N,Y,2,144000,Working,Higher education,Married,House / apartment,-13788,-6723,1,1,1,0,4,NO
5105605,F,N,Y,5,157500,Working,Secondary / secondary special,Married,House / apartment,-13039,-3375,1,0,0,0,7,NO
5105614,F,Y,Y,2,135000,Working,Higher education,Married,House / apartment,-12334,-460,1,0,0,0,4,NO
5105619,F,N,N,3,135000,Working,Secondary / secondary special,Married,House / apartment,-13491,-552,1,0,0,0,5,NO
5105623,F,N,Y,0,76500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21486,365243,1,0,0,0,1,NO
5105627,M,Y,N,2,382500,Commercial associate,Higher education,Married,House / apartment,-11526,-2622,1,1,0,0,4,NO
5105632,F,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,-13352,-2561,1,1,1,0,3,NO
5105638,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20907,365243,1,0,0,0,2,NO
5105650,M,Y,Y,0,202500,Working,Higher education,Married,House / apartment,-17585,-3017,1,0,0,0,2,NO
5105655,F,N,Y,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,-15089,-5231,1,0,0,0,1,NO
5105657,F,Y,Y,2,540000,Working,Higher education,Single / not married,House / apartment,-14160,-422,1,0,1,1,3,NO
5105668,M,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13648,-4167,1,0,0,0,2,NO
5105672,F,N,N,1,135000,Working,Higher education,Married,With parents,-10263,-583,1,0,0,0,3,NO
5105682,M,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-24040,365243,1,0,0,0,2,NO
5105685,F,N,Y,2,144000,Working,Secondary / secondary special,Married,House / apartment,-14132,-2805,1,1,1,0,4,NO
5105688,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20663,365243,1,0,0,0,2,NO
5105690,M,Y,Y,0,180000,Working,Higher education,Single / not married,Co-op apartment,-9427,-338,1,0,0,0,1,NO
5105693,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14507,-1283,1,0,0,0,1,NO
5105694,F,Y,N,0,225000,Working,Secondary / secondary special,Married,Municipal apartment,-12155,-667,1,0,0,0,2,NO
5105708,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-13856,-3010,1,0,0,0,2,NO
5105718,F,N,Y,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9036,-1191,1,1,0,0,2,NO
5105719,F,N,Y,0,126000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21667,365243,1,0,0,0,1,NO
5105723,M,N,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,-13777,-460,1,1,0,0,4,NO
5105731,M,Y,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,-15185,-3229,1,1,1,0,4,NO
5105735,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-14942,-825,1,0,0,0,2,NO
5105740,F,N,Y,3,292500,Commercial associate,Secondary / secondary special,Married,House / apartment,-12368,-672,1,0,0,0,5,YES
5105743,M,Y,N,2,112500,Working,Higher education,Married,House / apartment,-16044,-6693,1,1,1,0,4,NO
5105753,M,Y,N,0,634500,Working,Higher education,Married,House / apartment,-17502,-2888,1,1,1,0,2,NO
5105757,M,Y,N,0,360000,Working,Higher education,Married,House / apartment,-16379,-1033,1,1,0,0,2,NO
5105762,M,Y,N,2,180000,Commercial associate,Higher education,Married,House / apartment,-10958,-1945,1,1,1,0,4,NO
5105769,F,N,N,0,450000,Working,Higher education,Separated,House / apartment,-19046,-1002,1,0,1,0,1,NO
5105774,F,Y,N,1,171000,Commercial associate,Higher education,Married,House / apartment,-11082,-1976,1,1,0,0,3,NO
5105783,M,Y,N,0,459000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15980,-119,1,1,1,0,2,NO
5105789,M,N,N,0,121500,State servant,Incomplete higher,Single / not married,House / apartment,-8947,-1611,1,1,0,0,1,NO
5105792,F,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,-11296,-727,1,0,0,0,2,NO
5105795,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-19399,-5782,1,0,1,0,2,NO
5105804,F,Y,N,0,103500,Working,Secondary / secondary special,Married,House / apartment,-19785,-484,1,1,1,0,2,NO
5105809,F,N,N,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-20116,365243,1,0,1,0,2,NO
5105816,F,N,Y,0,45000,Pensioner,Secondary / secondary special,Married,House / apartment,-22072,365243,1,0,1,0,2,NO
5105819,M,Y,N,2,202500,Commercial associate,Higher education,Married,House / apartment,-11716,-460,1,0,0,0,4,NO
5105821,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,-9908,-2068,1,0,0,0,2,NO
5105828,F,N,N,0,202500,Commercial associate,Higher education,Married,House / apartment,-17807,-3041,1,0,0,0,2,NO
5105839,M,Y,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-22981,365243,1,0,0,0,2,NO
5105846,F,N,N,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21349,365243,1,0,0,0,1,NO
5105850,M,Y,N,0,247500,Working,Incomplete higher,Separated,House / apartment,-10370,-1550,1,1,1,0,1,NO
5105858,F,N,N,0,270000,Working,Secondary / secondary special,Separated,House / apartment,-16207,-515,1,0,1,0,1,NO
5105867,F,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-20450,-12995,1,0,0,0,2,NO
5105869,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-11598,-1976,1,1,0,0,2,NO
5105877,F,N,N,1,387000,Commercial associate,Higher education,Married,House / apartment,-15220,-727,1,0,0,0,3,NO
5105886,F,N,N,2,67500,State servant,Higher education,Married,House / apartment,-12231,-3072,1,1,1,0,4,NO
5105891,M,N,N,0,306000,Working,Secondary / secondary special,Married,House / apartment,-18635,-8643,1,0,0,0,2,NO
5105898,F,Y,N,0,112500,Working,Higher education,Married,With parents,-10475,-1792,1,1,1,0,2,NO
5105914,F,N,N,1,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12640,-399,1,0,0,0,3,NO
5105918,F,N,N,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,-21396,365243,1,0,0,0,2,NO
5105920,M,N,N,2,112500,Working,Secondary / secondary special,Married,Rented apartment,-14378,-1215,1,1,0,0,4,NO
5105923,M,N,N,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11296,-727,1,1,1,0,3,NO
5105928,F,N,N,0,180000,Working,Higher education,Married,House / apartment,-20188,-393,1,0,0,0,2,NO
5105930,M,N,N,0,112500,Working,Secondary / secondary special,Separated,House / apartment,-11295,-4441,1,0,0,0,1,NO
5105933,M,Y,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-15974,-4867,1,0,0,1,3,NO
5105944,F,N,N,0,72000,Working,Higher education,Married,House / apartment,-9667,-1338,1,0,0,0,2,NO
5105950,M,N,N,0,184500,Working,Secondary / secondary special,Married,House / apartment,-14728,-303,1,1,0,0,2,NO
5105952,F,N,N,0,121500,Working,Secondary / secondary special,Single / not married,House / apartment,-14287,-303,1,1,0,0,1,NO
5105954,F,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,-11165,-2768,1,1,0,0,3,NO
5105957,F,N,N,0,63000,Working,Secondary / secondary special,Married,House / apartment,-15921,-8063,1,1,0,0,2,NO
5105962,F,Y,N,1,225000,Commercial associate,Higher education,Civil marriage,With parents,-9932,-668,1,0,1,1,3,NO
5105972,M,Y,N,0,360000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15203,-2068,1,1,0,0,1,NO
5105976,M,N,N,0,225000,State servant,Secondary / secondary special,Married,House / apartment,-15108,-211,1,1,1,0,2,NO
5105984,F,Y,N,0,126000,Working,Secondary / secondary special,Married,House / apartment,-19097,-3529,1,0,0,0,2,NO
5105990,M,N,N,0,90000,Working,Secondary / secondary special,Married,Municipal apartment,-13334,-2829,1,1,1,0,2,NO
5105996,F,N,N,0,67500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22972,365243,1,0,0,0,1,NO
5105997,F,Y,N,0,157500,Working,Incomplete higher,Married,With parents,-9116,-696,1,1,1,0,2,NO
5106002,F,Y,Y,2,67500,State servant,Higher education,Married,House / apartment,-11831,-3778,1,1,1,0,4,NO
5106005,M,N,N,0,103500,Working,Secondary / secondary special,Married,House / apartment,-14122,-187,1,0,0,1,2,NO
5106007,M,Y,N,0,76500,Working,Secondary / secondary special,Married,House / apartment,-20816,-484,1,0,0,0,2,NO
5106016,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-11827,-157,1,1,0,0,2,NO
5106017,F,N,Y,0,211500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22517,365243,1,0,0,0,1,NO
5106025,F,N,Y,2,72000,Working,Secondary / secondary special,Married,House / apartment,-13985,-2341,1,0,0,0,4,NO
5106032,M,Y,Y,0,306000,Working,Secondary / secondary special,Married,House / apartment,-19661,-369,1,0,0,0,2,NO
5106037,M,Y,N,2,270000,Working,Secondary / secondary special,Married,House / apartment,-15207,-3201,1,0,0,0,4,NO
5106043,F,N,N,0,157500,State servant,Higher education,Civil marriage,Municipal apartment,-18142,-3041,1,0,1,0,2,NO
5106046,F,Y,N,2,81000,Working,Higher education,Married,House / apartment,-12358,-3017,1,1,0,0,4,NO
5106058,M,Y,N,0,261000,State servant,Higher education,Married,Municipal apartment,-11117,-2676,1,0,0,0,2,NO
5106073,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19764,-6944,1,0,0,0,2,NO
5106080,F,N,N,0,135000,Commercial associate,Higher education,Married,House / apartment,-13128,-2044,1,0,0,0,2,NO
5106084,M,N,N,0,126000,Working,Secondary / secondary special,Married,House / apartment,-21388,-1830,1,0,0,0,2,NO
5106091,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21630,365243,1,0,0,0,2,NO
5106092,M,N,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,-15841,-1403,1,0,1,0,1,NO
