longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.42,34.25,36,1430,331,1502,312,3.6292,145200,<1H OCEAN
-118.49,34.11,27,6603,879,2336,868,13.2935,500001,<1H OCEAN
-121.69,39.36,29,2220,471,1170,428,2.3224,56200,INLAND
-118.21,34.05,28,1841,809,3199,727,1.6319,151600,<1H OCEAN
-122.21,38.02,15,2150,327,1094,324,6.0224,198500,NEAR BAY
-116.98,33.74,25,4952,1062,1589,1024,1.8446,85700,INLAND
-121.16,38.03,28,253,50,201,51,1.4732,156300,INLAND
-121.45,38.53,34,1717,354,848,306,2.4741,87000,INLAND
-121.81,37.26,14,3379,683,1465,620,4.0547,236200,<1H OCEAN
-121.95,38.65,19,1265,228,755,218,3.3472,69800,INLAND
-121.11,38.95,14,3888,890,1830,844,1.8238,158600,INLAND
-117.09,32.91,16,2005,266,827,270,7.0546,282200,<1H OCEAN
-122.26,37.88,52,2551,417,894,404,6.2425,391800,NEAR BAY
-121.88,37.44,14,2073,343,1107,330,6.7093,311200,<1H OCEAN
-118.36,33.94,33,939,284,1309,250,3.4063,152300,<1H OCEAN
-118.22,34.03,45,554,214,888,218,1.8125,139600,<1H OCEAN
-121.43,38.62,36,1765,438,1008,382,2.0639,73000,INLAND
-122.06,37.99,16,2445,469,721,474,2.8043,87500,NEAR BAY
-119.81,36.76,51,2419,486,1284,426,2.2029,54200,INLAND
-118.26,34.14,51,902,320,650,334,1.5417,268800,<1H OCEAN
-117.57,34.07,4,2152,580,1083,441,3.1458,118800,INLAND
-118.64,34.22,25,2762,410,1166,439,6.8643,333700,<1H OCEAN
-118.02,34.13,34,1966,319,980,297,7.7307,429000,INLAND
-118.04,34.07,39,2451,649,2536,648,2.3098,173100,<1H OCEAN
-116.97,32.76,33,3071,466,1348,513,6.1768,228900,<1H OCEAN
-119.23,34.15,18,6213,1188,2679,1000,3.748,380400,NEAR OCEAN
-122.73,38.47,16,1834,391,994,390,3.7266,156500,<1H OCEAN
-117.09,32.71,12,3375,945,2357,808,1.5,106300,NEAR OCEAN
-118.38,33.97,43,2715,458,1151,434,7.4897,362600,<1H OCEAN
-118.13,33.82,44,1785,307,779,291,4.3056,228600,<1H OCEAN
-118.24,34.16,52,2187,284,733,274,9.5823,406200,<1H OCEAN
-118.4,34.2,30,2392,655,1987,609,2.8424,226400,<1H OCEAN
-119.44,36.6,34,864,184,579,171,2.0417,72500,INLAND
-121.81,38.01,52,1124,245,528,226,2.2639,128500,INLAND
-118.9,34.19,26,1582,196,573,182,10.0595,500001,<1H OCEAN
-119.78,34.45,9,1830,353,1515,220,4.2109,450000,NEAR OCEAN
-116.52,33.81,12,12396,2552,2548,1265,3.4394,162200,INLAND
-118.21,34.02,43,1811,513,2123,487,1.3615,133300,<1H OCEAN
-119.48,35.17,36,116,20,39,18,3.125,37500,INLAND
-122.07,37.89,38,2139,343,809,340,5.5636,268800,NEAR BAY
-117.21,33.03,20,3370,433,1020,408,11.0911,500001,NEAR OCEAN
-121.11,37.43,42,412,75,227,75,2.5,74200,INLAND
-121.91,39.03,48,1096,218,657,199,2.7841,65800,INLAND
-117.03,33.18,17,5391,886,2732,830,5.1771,212800,<1H OCEAN
-118.28,34.25,29,2559,,1886,769,2.6036,162100,<1H OCEAN
-122.31,37.91,39,2955,696,1417,682,2.7628,167800,NEAR BAY
-122.18,37.73,42,4074,874,2736,780,2.455,82400,NEAR BAY
-117.9,33.76,26,2678,702,3262,685,3.6953,176800,<1H OCEAN
-122.44,37.8,52,3149,719,1145,658,4.625,500001,NEAR BAY
-122.23,37.81,52,1433,229,612,213,4.7708,314700,NEAR BAY
-120.6,35.12,22,3342,644,1342,593,3.4509,217700,<1H OCEAN
-122.54,37.9,41,3170,622,1091,528,3.7813,389200,NEAR BAY
-120.12,41.4,33,2820,515,976,403,2.6062,52600,INLAND
-118.06,33.8,20,1379,333,937,304,3.6217,195300,<1H OCEAN
-117.95,33.66,26,1787,227,639,224,6.8226,329800,<1H OCEAN
-118.13,34.14,23,5465,1494,2511,1359,3.4531,210900,<1H OCEAN
-118.17,33.79,32,2171,672,3002,648,2.375,139700,NEAR OCEAN
-118.83,34.18,23,5647,786,2050,738,6.3586,348300,<1H OCEAN
-119.98,38.94,23,1564,298,339,147,4.0417,99300,INLAND
-118.01,33.87,25,6348,1615,4188,1497,3.139,185700,<1H OCEAN
-122.15,37.35,23,3814,485,1344,464,12.9792,500001,NEAR BAY
-122.02,37.95,22,3526,510,1660,508,5.6642,237000,NEAR BAY
-115.73,33.09,27,452,103,258,61,2.9,87500,INLAND
-117.2,33.07,5,10394,1617,4496,1553,5.9289,411300,NEAR OCEAN
-124.3,41.84,17,2677,531,1244,456,3.0313,103600,NEAR OCEAN
-121.93,37.76,5,2255,269,876,258,10.3345,461400,<1H OCEAN
-119.76,36.8,29,3494,662,1781,616,2.5893,70900,INLAND
-117.73,34.05,36,975,243,809,233,2.8929,118100,INLAND
-121.98,37.31,34,2034,359,1016,375,5.8127,288300,<1H OCEAN
-116.86,33.84,18,521,118,174,74,2.7788,91100,INLAND
-120.88,38.32,18,2791,492,1187,438,3.2589,103000,INLAND
-122.16,37.48,36,2238,479,1949,457,2.3769,157300,NEAR BAY
-118.23,33.78,20,59,24,69,23,2.5588,350000,NEAR OCEAN
-118.35,34.06,52,3446,1360,1768,1245,2.4722,500001,<1H OCEAN
-117.9,33.67,25,639,98,311,93,6.6833,275900,<1H OCEAN
-121.01,37.62,35,2074,477,1687,431,2.0885,73700,INLAND
-118.83,34.14,16,1316,194,450,173,10.1597,500001,NEAR OCEAN
-122.25,37.87,41,685,141,266,123,5.2289,384600,NEAR BAY
-117.67,34.07,29,1840,388,1278,368,3.5036,123400,INLAND
-119.78,36.74,15,1461,415,924,356,2.5045,90300,INLAND
-121.23,37.94,20,268,78,77,49,1.125,150000,INLAND
-124.23,41.75,11,3159,616,1343,479,2.4805,73200,NEAR OCEAN
-117.92,33.85,38,2082,532,1592,510,2.3704,166100,<1H OCEAN
-118.16,33.84,36,2444,432,1199,424,4.1538,218800,<1H OCEAN
-118.35,33.9,13,2887,853,2197,800,2.8777,207900,<1H OCEAN
-121.48,38.58,42,1823,566,761,503,1.245,137500,INLAND
-122.36,37.96,31,1157,276,956,232,1.5347,80400,NEAR BAY
-118.91,36.79,19,1616,324,187,80,3.7857,78600,INLAND
-122.27,37.84,52,2224,437,1006,422,2.6,132600,NEAR BAY
-120.85,37.78,15,3553,659,1684,611,3.3169,131200,INLAND
-118.33,33.99,43,2224,550,1598,545,2.8274,122500,<1H OCEAN
-121.5,38.62,8,16679,3457,7919,3329,3.7188,134500,INLAND
-117.96,33.81,35,1996,326,1409,330,4.7738,180000,<1H OCEAN
-121.32,38.01,36,391,74,171,79,2.7045,102800,INLAND
-122.02,37.33,25,3823,584,1689,571,7.3693,373600,<1H OCEAN
-117.95,34.05,31,2349,539,2028,521,3.494,154500,<1H OCEAN
-122.41,37.72,35,2104,434,1225,410,4.8214,242900,NEAR BAY
-116.38,34.2,14,4985,1238,2517,954,2.0674,65000,INLAND
-122.45,37.77,52,2191,627,1100,585,3.0409,500000,NEAR BAY
-121.75,38.55,33,2479,382,979,377,4.7308,236200,INLAND
-122.13,37.67,38,2012,347,880,332,3.1734,181600,NEAR BAY
-118.31,33.86,29,2243,361,1051,352,6.6632,325200,<1H OCEAN
-121.94,37,32,2210,426,1082,396,4.1587,315200,NEAR OCEAN
-121.83,37.36,22,3936,860,3508,877,4.2312,183800,<1H OCEAN
-116.93,32.83,19,3038,529,1463,509,3.944,172500,<1H OCEAN
-117.71,34.03,11,3467,749,2163,676,3.4267,164400,INLAND
-118.1,33.91,35,1653,325,1072,301,3.2708,159700,<1H OCEAN
-120.66,35.29,23,1932,487,1380,472,1.9647,253600,NEAR OCEAN
-117.59,34.03,16,3443,562,2130,564,5.0769,161400,INLAND
-118.04,33.99,47,2530,565,1262,509,3.6475,197100,<1H OCEAN
-119.8,37.5,15,989,184,406,151,3.1771,121900,INLAND
-121.11,37.74,11,3886,599,1605,529,4.4213,182700,INLAND
-118.03,33.78,26,2001,302,836,298,5.1061,257500,<1H OCEAN
-118.21,34.02,52,22,7,55,7,7.5752,67500,<1H OCEAN
-120.08,38.8,34,1988,511,36,15,4.625,162500,INLAND
-119.73,36.77,24,4410,939,2362,862,2.9406,73000,INLAND
-117.24,32.79,18,2539,616,964,526,3.4306,275000,NEAR OCEAN
-122.04,37.53,34,2316,478,1524,467,3.7364,190400,NEAR BAY
-121.99,37.96,17,2756,423,1228,426,5.5872,200600,INLAND
-121.56,37,20,3976,953,3866,950,2.5387,160100,INLAND
-117.69,34.08,30,4255,773,2129,730,4.5185,142500,INLAND
-117.94,33.81,33,1891,334,932,343,4.2759,238000,<1H OCEAN
-121.82,37.26,10,3030,574,1623,589,5.1356,218700,<1H OCEAN
-117.87,33.71,16,3397,686,1924,621,4.9148,155500,<1H OCEAN
-118.21,33.93,30,2831,862,3649,883,1.9668,152100,<1H OCEAN
-118.16,34,37,1341,336,1233,306,3.6583,150500,<1H OCEAN
-122.09,37.68,43,1415,348,569,293,2.5156,190900,NEAR BAY
-122.71,38.33,13,4011,936,2064,914,3.6953,157600,<1H OCEAN
-122.28,37.77,52,1468,363,870,347,2.9688,220800,NEAR BAY
-120.06,36.98,12,2710,575,1724,516,1.4712,60400,INLAND
-117.92,33.88,52,1270,276,609,211,3.75,232500,<1H OCEAN
-122.12,37.48,36,880,177,795,188,3.8194,159400,NEAR BAY
-118.11,33.9,35,2604,495,1465,470,4.4896,184600,<1H OCEAN
-121.98,37.3,30,3404,693,1794,633,4.6312,283200,<1H OCEAN
-121.89,37.32,43,1105,241,982,206,2.1149,184900,<1H OCEAN
-118.31,34.06,34,2470,1197,2326,1055,1.9038,325000,<1H OCEAN
-117.91,33.64,40,1958,333,876,364,3.6406,326100,<1H OCEAN
-117.01,32.77,24,2311,536,1005,525,2.9,185200,<1H OCEAN
-118.19,34.67,8,11275,1822,5731,1692,5.0285,167900,INLAND
-117.96,34.04,34,1381,265,1020,268,4.025,146900,<1H OCEAN
-116.8,33.8,35,324,63,158,39,3.4167,100000,INLAND
-120.26,38.13,17,301,94,122,47,4.0583,87500,INLAND
-118.28,33.79,36,1989,458,1668,455,3.3009,168000,<1H OCEAN
-118.99,35.36,18,1524,354,1210,344,1.1136,47800,INLAND
-122.02,38.27,20,2237,464,1169,425,3.2115,99100,INLAND
-117.32,34.17,6,5661,1287,2943,1162,3.6362,106500,INLAND
-121.53,38.56,39,2438,483,1103,472,2.9375,86600,INLAND
-118.42,34.08,46,1399,148,410,152,15.0001,500001,<1H OCEAN
-118.1,34.13,44,1917,265,754,257,12.4237,500001,<1H OCEAN
-118.15,34.13,50,2443,494,947,451,4.7344,314700,<1H OCEAN
-118.12,34.14,25,3420,977,1718,947,3.1033,217900,<1H OCEAN
-121.6,37.9,5,14684,2252,4276,1722,6.9051,340900,INLAND
-118.46,34.16,16,4590,1200,2195,1139,3.8273,334900,<1H OCEAN
-122.07,37.38,26,1272,306,562,284,4.5644,280200,NEAR BAY
-118.08,33.93,34,1558,375,1179,337,3.2188,165100,<1H OCEAN
-118.28,34.18,50,2195,336,878,309,6.884,365600,<1H OCEAN
-117.06,32.6,25,1075,238,434,234,1.7472,94600,NEAR OCEAN
-122.31,37.57,37,1437,305,979,331,4,273700,NEAR OCEAN
-117.76,34.71,15,2981,625,1694,540,2.9541,106700,INLAND
-120.61,35.12,16,1671,354,935,340,2.5792,163800,<1H OCEAN
-121.27,37.95,52,1318,308,1368,310,1.8261,54600,INLAND
-122.34,37.95,44,1788,368,933,329,2.875,133400,NEAR BAY
-117.92,33.9,13,1814,320,1010,313,6.3489,337900,<1H OCEAN
-117.8,33.81,14,1206,142,572,149,8.847,388700,<1H OCEAN
-118.29,34.1,39,631,298,744,274,2.7054,162500,<1H OCEAN
-120.47,34.98,6,5762,1115,2551,919,3.0723,137300,<1H OCEAN
-118.99,35.38,30,1390,361,1116,298,1.3451,57500,INLAND
-117.85,33.62,18,729,105,316,108,10.3893,500001,<1H OCEAN
-122.08,37.41,20,1896,456,1069,436,4.6875,288900,NEAR BAY
-117.81,33.86,18,133,29,95,23,3.5625,235000,<1H OCEAN
-122.07,37.67,27,3239,671,1469,616,3.2465,230600,NEAR BAY
-121.53,38.48,5,27870,5027,11935,4855,4.8811,212200,INLAND
-117.72,33.53,14,1672,295,704,293,5.1129,251300,<1H OCEAN
-116.21,33.75,22,894,,830,202,3.0673,68200,INLAND
-121.89,36.6,19,656,200,248,173,1.2656,500000,<1H OCEAN
-122.02,37.6,32,1295,295,1097,328,3.2386,149600,NEAR BAY
-119.1,36.4,23,1885,363,1056,338,3.2159,92800,INLAND
-121.58,39.16,36,1206,197,537,204,3.3611,79800,INLAND
-122.23,37.48,38,1578,399,879,388,2.7969,298400,NEAR OCEAN
-121.33,37.97,43,1511,292,721,320,3.5703,87400,INLAND
-118.03,33.82,17,2178,477,1077,457,3.6815,245300,<1H OCEAN
-119.8,34.43,27,3143,537,1760,570,4.6957,271500,NEAR OCEAN
-118.56,34.23,36,3215,529,1710,539,5.5126,248400,<1H OCEAN
-117.92,33.79,35,1785,288,1033,297,4.5739,190500,<1H OCEAN
-120.64,40.41,50,1741,424,987,383,1.5066,59300,INLAND
-119.28,35.52,36,786,194,573,134,2.2321,37500,INLAND
-117.94,33.81,24,4602,1131,3003,1014,3.6771,172200,<1H OCEAN
-117.09,32.76,43,3889,711,1466,663,3.5529,223000,NEAR OCEAN
-117.34,34.07,46,1851,425,1100,377,2.0461,90500,INLAND
-117.25,32.8,30,2061,631,1007,577,2.5813,253100,NEAR OCEAN
-118.46,35.12,16,4084,812,2033,668,3.2405,85500,INLAND
-118.75,34.26,26,1767,265,1040,250,5.4787,198100,<1H OCEAN
-121.34,37.98,8,2628,428,1158,393,5.3002,191700,INLAND
-121.87,37.35,27,3500,1036,3019,955,2.9222,153700,<1H OCEAN
-118.43,34.25,38,921,239,1023,241,3.4514,151900,<1H OCEAN
-122.62,38.54,24,2409,464,1006,403,4.5167,265200,<1H OCEAN
-121.7,37.2,15,531,154,469,155,4.65,385700,<1H OCEAN
-121.63,39.13,26,2355,531,1047,497,1.8208,79500,INLAND
-121.27,38.44,19,2780,414,1320,404,5.8831,209900,INLAND
-122.39,37.6,34,707,,381,156,4.375,340900,NEAR OCEAN
-117.74,35.65,15,2357,484,1110,442,3.1755,81700,INLAND
-118.98,35.39,29,607,177,476,143,1.1875,50700,INLAND
-118.26,34.02,38,1091,349,1786,340,2.131,136500,<1H OCEAN
-118.2,33.9,34,1552,444,2093,413,2.2125,103200,<1H OCEAN
-118.48,34.02,29,1585,542,1019,487,2.7072,375000,<1H OCEAN
-118.16,34.69,35,3114,583,1974,545,3.9028,126800,INLAND
-118.3,34.02,42,2386,670,2327,661,1.6699,108000,<1H OCEAN
-118.58,34.25,23,4883,769,2119,725,5.521,280800,<1H OCEAN
-118.19,33.84,44,2731,577,1396,555,4.1771,219100,NEAR OCEAN
-118.42,33.93,39,2988,605,1466,610,4.9286,341400,<1H OCEAN
-121.5,38.59,43,88,21,119,19,1.725,67500,INLAND
-118.01,33.83,29,3963,772,2104,743,4.9803,208600,<1H OCEAN
-121.3,38.13,26,2256,360,937,372,5.0528,153700,INLAND
-121.23,37.99,38,523,80,226,72,5.5693,153100,INLAND
-117.24,33,16,2512,356,795,353,7.5975,369100,NEAR OCEAN
-121.82,36.95,16,2599,430,1417,445,4.6611,349300,<1H OCEAN
-121.29,38.36,17,2193,386,1148,372,4.5272,191700,INLAND
-117.93,34.07,36,1207,209,683,213,5.3559,207300,<1H OCEAN
-124.08,41.36,29,1029,239,509,196,2.0156,62800,NEAR OCEAN
-118.82,34.15,9,655,110,222,109,7.8528,337500,NEAR OCEAN
-118.09,33.92,36,2381,419,1669,444,4.6976,171100,<1H OCEAN
-118.19,33.91,33,915,225,826,212,2.7708,117400,<1H OCEAN
-118.11,33.94,36,1949,319,909,325,5.1587,296600,<1H OCEAN
-117.98,33.64,20,1851,495,792,363,3.8187,137500,NEAR OCEAN
-118.44,34,44,1462,338,821,341,2.599,362200,<1H OCEAN
-121.76,38.55,23,8800,1857,6330,1832,2.065,219400,INLAND
-116.99,32.78,29,1114,163,385,154,5.4333,222800,<1H OCEAN
-122.51,37.53,17,1574,262,672,241,7.2929,355800,NEAR OCEAN
-117.93,34.05,32,3055,623,1902,565,4.2926,190700,<1H OCEAN
-121.87,37.67,28,1812,294,853,278,4.9879,229400,INLAND
-121.04,37.67,16,19,19,166,9,0.536,162500,INLAND
-118.15,33.93,25,1948,433,1128,429,3.7614,255900,<1H OCEAN
-117.25,32.82,19,5255,762,1773,725,7.8013,474000,NEAR OCEAN
-121.96,36.99,23,3209,748,1423,666,2.7375,238000,NEAR OCEAN
-118.18,33.9,31,2536,603,2625,576,3.0909,150900,<1H OCEAN
-118.09,34.07,31,1054,252,1032,258,2.3424,188500,<1H OCEAN
-121.55,39.06,25,1332,247,726,226,2.25,63400,INLAND
-121.24,37.96,29,874,217,788,222,1.9187,57700,INLAND
-117.84,33.74,24,1752,407,910,427,3.3611,134600,<1H OCEAN
-122.47,37.73,52,2134,277,936,285,5.9245,484600,NEAR OCEAN
-118.44,34.2,17,2934,950,2517,889,2.936,232500,<1H OCEAN
-117.43,33.98,21,2634,421,1376,406,4.2589,152200,INLAND
-121.84,37.4,25,1866,271,840,275,6.8677,288500,<1H OCEAN
-122.16,37.74,47,824,223,533,166,2.625,98200,NEAR BAY
-119.66,37.39,10,2106,410,1003,397,2.7813,124100,INLAND
-122.05,37.33,17,3674,824,1364,694,6.3131,436400,<1H OCEAN
-116.42,33.68,15,3895,782,900,529,2.2208,138300,INLAND
-118.34,34.15,16,1586,377,625,344,4.0893,450000,<1H OCEAN
-122.41,37.8,52,2618,611,1328,559,4.1607,350000,NEAR BAY
-122.24,37.76,52,2567,436,1119,415,4.6094,229300,NEAR BAY
-119.67,34.42,37,1673,444,1477,446,2.0643,246700,<1H OCEAN
-119.71,34.4,27,3782,771,1742,751,4.0451,395100,NEAR OCEAN
-118.35,34.52,14,3490,592,1710,580,5.9171,333300,INLAND
-117.19,34.05,33,3007,498,1252,488,3.8816,134600,INLAND
-121.84,37.24,24,7991,1286,4017,1213,5.4741,238800,<1H OCEAN
-117.93,33.65,27,1283,406,1063,376,2.75,275000,<1H OCEAN
-122.24,37.79,52,674,180,647,168,3.375,116100,NEAR BAY
-119.15,34.2,25,3445,898,5558,894,3.0972,169300,NEAR OCEAN
-117.07,32.61,10,1686,414,1000,391,2.1765,128400,NEAR OCEAN
-123.58,39.66,15,1839,489,887,332,2.2429,100000,<1H OCEAN
-117.24,33.22,20,1962,334,1173,349,4.1316,162500,<1H OCEAN
-118.36,34.05,48,1825,404,728,363,3.3824,322600,<1H OCEAN
-120.64,35.26,21,3298,716,1862,687,2.1507,221500,NEAR OCEAN
-118.27,33.87,21,6108,1130,3244,1113,4.2768,181400,<1H OCEAN
-118.1,34.17,48,1111,229,421,202,3.2813,268100,INLAND
-116.56,34.06,15,6928,1529,2568,1075,2.5405,69600,INLAND
-122.29,38.31,45,3075,754,1635,723,2.2721,139800,NEAR BAY
-121.44,38.52,38,2080,388,995,380,2.7697,76600,INLAND
-117.06,32.61,34,4325,1015,2609,979,2.8489,128300,NEAR OCEAN
-117.28,33.28,13,6131,1040,4049,940,3.8156,150700,<1H OCEAN
-121.06,37.7,7,9374,1847,4827,1722,3.462,151900,INLAND
-117.25,33.01,16,3892,520,1454,524,7.7317,396000,NEAR OCEAN
-118.29,34.03,27,1084,287,1085,279,2.135,119600,<1H OCEAN
-117.89,33.87,32,1133,216,693,228,3.3594,202100,<1H OCEAN
-118.36,33.83,35,1378,247,645,217,5.9143,343400,<1H OCEAN
-118.48,34.04,47,1956,277,724,277,8.9616,500001,<1H OCEAN
-118.1,33.84,35,1790,269,924,263,5.296,226200,<1H OCEAN
-122.27,38.53,22,678,137,336,103,4.4,142500,INLAND
-117.31,32.98,17,2789,648,849,345,4.1012,244700,NEAR OCEAN
-118.21,33.95,32,1116,328,1265,302,2.295,155200,<1H OCEAN
-118.27,34.1,50,2113,398,793,418,4.7132,304600,<1H OCEAN
-122.53,37.97,44,3595,953,1831,910,2.6036,287500,NEAR BAY
-124.02,40.8,22,2588,435,1198,442,3.9792,133900,<1H OCEAN
-122.33,37.57,20,2126,643,1112,597,3.625,283300,NEAR OCEAN
-119.81,36.78,35,1012,245,633,240,2.0324,55500,INLAND
-124.17,41.76,20,2673,538,1282,514,2.4605,105900,NEAR OCEAN
-122.47,37.76,48,2464,459,1179,458,4.4946,358600,NEAR BAY
-118.36,34.09,38,2158,582,1061,577,2.9643,355300,<1H OCEAN
-119.02,35.39,30,227,75,169,101,1.3527,60000,INLAND
-117.85,33.85,17,4678,1065,2427,1020,4.2276,254100,<1H OCEAN
-121.9,37.28,34,4613,749,2050,725,5.3922,302900,<1H OCEAN
-118.01,34.13,36,1332,217,648,203,4.7159,365900,INLAND
-117.7,33.59,11,8039,1717,3445,1571,4.1678,190900,<1H OCEAN
-118.31,33.98,52,1975,379,1043,371,2.3977,112200,<1H OCEAN
-117.45,34.11,7,6356,1244,4052,1164,2.9112,121700,INLAND
-119.32,36.36,18,2060,383,1348,397,3.4312,68400,INLAND
-121.1,38.92,21,4064,871,1847,859,3.0321,135500,INLAND
-118.44,34.15,44,1778,251,641,251,10.0549,500001,<1H OCEAN
-121.83,37.33,27,3127,610,3257,604,4.6333,173600,<1H OCEAN
-117.96,33.79,36,2398,403,1261,402,5.2816,221800,<1H OCEAN
-117.02,32.67,20,1505,184,635,182,6.5772,245200,NEAR OCEAN
-117.69,33.47,13,2020,378,679,290,5.756,305600,<1H OCEAN
-119.28,35.99,20,2911,597,1746,588,1.7372,51000,INLAND
-118.32,33.35,27,1675,521,744,331,2.1579,450000,ISLAND
-121.94,37.33,37,818,269,576,261,2.1902,250000,<1H OCEAN
-117.08,32.58,15,1462,274,1002,271,3.9698,142700,NEAR OCEAN
-118.36,34.26,34,3677,573,1598,568,6.838,378000,<1H OCEAN
-117.64,34.15,16,2896,404,1165,379,6.4559,392900,INLAND
-122.43,37.79,52,3565,892,1377,852,3.8068,500001,NEAR BAY
-122.64,38.24,40,1974,410,1039,398,3.7917,151600,<1H OCEAN
-120.93,39.96,15,1666,351,816,316,2.9559,118800,INLAND
-122.32,37.97,33,1595,292,991,300,4.6937,134100,NEAR BAY
-122.21,37.79,52,762,190,600,195,3.0893,125000,NEAR BAY
-117.18,32.95,4,19001,2688,8980,2441,6.3237,260900,<1H OCEAN
-117.86,33.75,6,1565,599,3157,629,2.9271,123200,<1H OCEAN
-117.89,34.09,35,1205,330,583,319,2.3971,188900,<1H OCEAN
-122.32,41.31,45,1393,294,521,249,1.1915,71900,INLAND
-118.4,33.92,32,2828,629,1313,534,4.5987,363800,<1H OCEAN
-117.97,33.78,35,3148,597,2110,587,3.9479,203800,<1H OCEAN
-122,37.86,18,8953,1074,3011,993,10.7372,500001,<1H OCEAN
-118.32,34.03,31,2206,501,1194,435,1.9531,227800,<1H OCEAN
-118.45,34.26,35,1724,311,992,315,4.8359,195600,<1H OCEAN
-118.53,34.2,33,3270,818,2118,763,3.225,205300,<1H OCEAN
-122.3,37.9,35,1102,308,688,303,2.3946,141700,NEAR BAY
-121.93,37.05,14,679,108,306,113,6.4214,340600,<1H OCEAN
-118.47,34.42,25,3223,524,1763,508,5.2887,183000,<1H OCEAN
-118.35,34.13,39,1610,278,511,278,4.3333,385900,<1H OCEAN
-122.25,37.8,41,1471,469,1062,413,1.6121,171400,NEAR BAY
-118.5,34.03,32,6365,1784,2767,1698,3.6451,383300,<1H OCEAN
-118.36,34.11,35,3946,695,1361,620,6.5195,500001,<1H OCEAN
-117.67,34.04,13,2295,374,1284,378,5.2551,194300,INLAND
-117.27,34.23,26,6339,1244,1177,466,3.7708,110400,INLAND
-117.29,33.15,11,2560,445,952,448,4.0625,87500,NEAR OCEAN
-122.05,37.9,24,4125,1020,1699,873,2.9526,271000,NEAR BAY
-117.34,34.08,35,1380,248,730,264,3.2305,93700,INLAND
-117.12,33.07,45,1032,235,363,177,3.6389,186600,<1H OCEAN
-117.96,34.06,34,2226,381,1464,365,4.4102,183200,<1H OCEAN
-118.29,34.25,19,1988,594,1399,527,2.4727,175000,<1H OCEAN
-118.36,33.89,40,756,122,371,130,5.0299,329200,<1H OCEAN
-117.15,33.16,5,4750,962,2726,905,3.5839,158500,<1H OCEAN
-118.25,34.22,34,2510,535,1516,542,3.8068,267000,<1H OCEAN
-117.35,34.09,14,5983,1224,3255,1150,2.5902,111500,INLAND
-117.66,34.1,37,1971,345,939,358,3.4634,145300,INLAND
-117.79,33.69,16,1532,240,679,248,5.7115,313900,<1H OCEAN
-121.14,37.52,37,1358,231,586,214,3.1645,170800,INLAND
-121.34,37.99,11,4487,868,2195,780,3.9615,194600,INLAND
-118.32,33.88,37,1402,254,722,251,6.4781,269000,<1H OCEAN
-121.74,37.29,6,7292,1295,2468,1262,5.6411,294700,<1H OCEAN
-121.54,39.08,26,2276,460,1455,474,2.4695,58000,INLAND
-118.35,34.07,45,3312,880,1157,809,3.5719,500001,<1H OCEAN
-121.7,36.6,19,3562,530,1607,505,5.0162,283100,<1H OCEAN
-121.34,38.03,20,4213,751,2071,714,4.4063,130800,INLAND
-117.92,33.92,19,2181,400,1272,337,5.1952,302100,<1H OCEAN
-117.76,34.07,48,1157,247,677,218,2.8594,127200,INLAND
-121.42,37.76,18,5501,1051,2964,1009,4.1855,162100,INLAND
-118.29,34.09,52,1272,322,984,353,1.9063,261600,<1H OCEAN
-118.13,33.8,36,1496,271,743,265,4.4312,226000,<1H OCEAN
-122.35,37.95,31,2449,595,1801,548,2.6328,110300,NEAR BAY
-121.83,37.23,22,5507,841,2785,848,6.0889,245200,<1H OCEAN
-117.11,32.76,31,2293,549,1108,557,3.3854,204400,NEAR OCEAN
-122.05,38,36,2476,472,1213,393,3.7333,136400,NEAR BAY
-117.35,33.98,31,4163,1242,3928,1076,1.6943,85900,INLAND
-118.28,34.17,52,2332,433,1135,440,5.5658,331200,<1H OCEAN
-118.42,34.23,34,1550,279,1011,288,4.5375,189000,<1H OCEAN
-117.98,34.06,33,1353,228,1079,237,4.5417,160300,<1H OCEAN
-117.69,33.47,23,3499,722,1480,634,3.86,300000,<1H OCEAN
-121.67,39.37,27,2599,502,1241,502,1.9943,86300,INLAND
-118.51,34.04,38,4715,691,1660,637,10.1882,500001,<1H OCEAN
-117.17,34.05,24,2877,507,1141,474,4.2059,121500,INLAND
-121.62,41.78,40,3272,663,1467,553,1.7885,43500,INLAND
-117.95,33.68,19,1028,191,340,159,3.6364,252800,<1H OCEAN
-118.27,34.06,30,1771,788,2188,764,1.5885,154200,<1H OCEAN
-119.59,34.43,28,2718,542,1066,442,4.2059,500001,<1H OCEAN
-121.3,38.11,5,5979,1190,2679,1084,4.196,171700,INLAND
-117.88,33.92,13,3292,727,1565,698,5.457,308800,<1H OCEAN
-118.46,34.16,26,2548,647,1098,540,4.3839,299100,<1H OCEAN
-117.14,33.94,5,4873,639,1947,568,6.3223,223200,INLAND
-118.11,34.01,43,1539,386,1122,377,2.4605,196000,<1H OCEAN
-122.65,38.99,16,4279,951,1596,666,1.8571,75900,INLAND
-120.46,37.31,26,3170,572,1524,565,3.48,95300,INLAND
-122.64,38.71,20,531,126,231,96,2.625,89600,INLAND
-118.07,33.91,35,2228,463,1558,427,4.023,157700,<1H OCEAN
-117.07,32.77,34,2245,394,1849,429,3.5446,185500,NEAR OCEAN
-118.43,34.06,41,1463,267,601,267,5.3777,500001,<1H OCEAN
